"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Txn2",0.473808517966275,-0.352027518983873,0,0.115,1,0.452661576672473,-0.259396700232382,0,0.124,1,0.473808517966275,0.700420650349337
"Ube2b",0.452920688989367,-0.866796228282437,0,0.124,1,0.633027263910667,-0.253173032894846,0.75,0.421,1,0.633027263910667,0.700704227464132
"Gm21957",0.527841014502221,0.545426604701824,0.25,0.165,1,0.453257538573269,-0.253929971362533,0,0.124,1,0.527841014502221,0.701072680873039
"Camsap1",0.454194806048614,-0.350759888484979,0,0.124,1,0.464138867729468,-0.290183943863203,0,0.119,1,0.464138867729468,0.70209669025569
"Sla",0.455472976225809,-0.840418296780605,0,0.123,1,0.48248872854078,-0.34917822095638,0.5,0.243,1,0.48248872854078,0.703490320379621
"Cnr2",0.507344843880409,-0.380714690263805,0,0.1,1,0.456250677381004,-0.272969123861521,0,0.123,1,0.507344843880409,0.704336674151383
"Atg3",0.456755226985957,-0.426267047453145,0,0.123,1,0.672924429663981,-0.434184038428388,0.25,0.28,1,0.672924429663981,0.704885116592921
"Mical1",0.488828778070262,-0.297811850096406,0,0.108,1,0.456851990179546,-0.250623058360575,0,0.122,1,0.488828778070262,0.70499023942808
"Hck",0.458041583187947,-0.3367716205775,0,0.122,1,0.909706773523939,-0.300816532851814,0.25,0.222,1,0.909706773523939,0.706281074446573
"Cers2",0.460626732798799,-0.556648072113882,0,0.121,1,0.689933531816104,0.57847597627675,0.25,0.214,1,0.689933531816104,0.709076478628702
"Dgkz",0.505889296364384,-0.339907209247637,0,0.1,1,0.461086578835203,-0.263450994142751,0,0.12,1,0.505889296364384,0.709572324488454
"Ndufa13",0.461925577675111,-0.477190667547317,0,0.12,1,0.469071362592338,-0.260040421761037,0,0.117,1,0.469071362592338,0.710475916039737
"Rnf144a",0.467163427730941,-0.694857350813143,0,0.118,1,0.753836610738256,-0.485192471221086,0.25,0.259,1,0.753836610738256,0.71608518725256
"Clk1",0.469808245130014,-0.439871136908349,0,0.116,1,0.601603089533084,-0.539164696850712,0.25,0.302,1,0.601603089533084,0.718896703067885
"Pnisr",0.476497762161026,-0.389857488009657,0,0.113,1,0.570381788208873,0.357993212220401,0.25,0.17,1,0.570381788208873,0.725945406977586
"Mpc1",0.47649776422365,-0.632761792699117,0,0.113,1,0.748889525138745,-0.514047515873838,0.25,0.259,1,0.748889525138745,0.725945409137162
"Mob1a",0.482557714547295,-0.428982256562655,0.25,0.117,1,0.605797916017503,-0.617336598826786,0.25,0.316,1,0.605797916017503,0.732253481225481
"Stfa2",0.495848180920278,-0.355184199395927,0,0.105,1,0.483600552501944,-0.341193519960252,0,0.11,1,0.495848180920278,0.733331610623702
"Cux1",0.498691120648905,-0.327555003022543,0,0.103,1,0.487479384278153,-0.259829593203827,0,0.108,1,0.498691120648905,0.737322618460099
"Rassf5",0.488828780196517,-0.523763759055935,0,0.108,1,0.728468802439139,-0.408044189320889,0.25,0.266,1,0.728468802439139,0.73870398404462
"Pum2",0.493025499950086,-0.346910137724015,0,0.106,1,0.847804961163354,-0.325078227245389,0.25,0.259,1,0.847804961163354,0.74297685629914
"Ctage5",0.494434327215336,-0.64155100615885,0,0.105,1,0.929007205389464,-0.414813338622575,0.25,0.217,1,0.929007205389464,0.74440335050179
"Ptp4a1",0.494434328293321,-0.584281866578093,0,0.105,1,0.503371959336298,-0.91646889691496,0.5,0.472,1,0.503371959336298,0.744403351591774
"Wipf1",0.494434328293321,-0.600631830886101,0,0.105,1,0.601791541225893,-0.573104383364803,0.25,0.32,1,0.601791541225893,0.744403351591774
"4930402H24Rik",0.583402209071165,0.354175313529234,0.25,0.166,1,0.498011901687935,-0.251896081529592,0,0.104,1,0.583402209071165,0.748007949153037
"Chp1",0.498691121738346,-0.478350024697769,0,0.103,1,0.670312800375904,-0.472734391454806,0.25,0.284,1,0.670312800375904,0.748689408576042
"Glg1",0.502994245573392,-0.323525003550652,0,0.102,1,0.505419053989557,-0.252236181163891,0,0.1,1,0.505419053989557,0.752985280066839
"Stk4",0.504439110653144,-0.638045035147842,0,0.101,1,0.568125328119738,-0.33741947102531,0.5,0.253,1,0.568125328119738,0.754419404949753
"Dck",0.505889296364384,-0.883970500089187,0,0.1,1,0.525893457341188,-0.961520900330127,0.25,0.322,1,0.525893457341188,0.755854612552716
"Bcl10",0.507344843880409,-0.571869935142387,0,0.1,1,0.859917106357258,-0.380454593810337,0.25,0.246,1,0.859917106357258,0.757290897148781
"Alox5ap",0.648971805905553,0.733534310437006,0.5,0.531,1,0.511717007061222,-0.941956646485393,1,0.668,1,0.648971805905553,0.76157971880675
"Dkk4",0.515386388389738,-0.31954456513757,0.25,0.434,1,0.676841106151751,-0.384148287082483,0.5,0.412,1,0.676841106151751,0.765149647442059
"Prdx5",0.524425191561199,-0.857223449108243,0.25,0.354,1,0.80163652162696,-0.264721006783319,0.75,0.477,1,0.80163652162696,0.773828601578398
"Cdc42",0.807732053296748,-0.381363222707555,0.25,0.307,1,0.528958902689803,-0.472100128215575,0.75,0.652,1,0.807732053296748,0.778120284644806
"H2-Q10",0.559687892664554,-0.573206698447051,0.25,0.438,1,0.807675034237066,-0.591830175330373,0.75,0.531,1,0.807675034237066,0.806125248133818
"Isg15",0.562889552533417,-0.494260400717773,0.25,0.349,1,0.706042328500329,-0.294946226883297,0.75,0.385,1,0.706042328500329,0.808934456715564
"Gabarap",0.583095491597347,-0.542291323759314,0.25,0.419,1,0.952888145122727,-0.581722731997184,1,0.586,1,0.952888145122727,0.826190630873542
"Rpl32",0.912698124856165,-0.31854521408106,0.25,0.238,1,0.586644155913548,0.261878866222797,0.25,0.168,1,0.912698124856165,0.829136946159577
"Tmcc1",0.8009546954612,-0.466694071260325,0.25,0.176,1,0.58966609937224,-0.630826500681334,0.25,0.306,1,0.8009546954612,0.831626089995608
"Cytip",0.784441116634843,-1.03957510292787,0.25,0.267,1,0.609450304248768,-0.643642778149286,0.75,0.638,1,0.784441116634843,0.84747093514862
"Adgre5",0.612125197684645,-0.58193812823962,0.25,0.324,1,0.988061216567446,-0.52640721928476,0.75,0.435,1,0.988061216567446,0.849553137728824
"Itgal",0.984252748434622,-0.739277902840404,0.25,0.226,1,0.621786470050537,-0.413805290451812,0.75,0.422,1,0.984252748434622,0.856954525763167
"Arhgef1",0.63672292523135,0.795495794544851,0.25,0.193,1,0.851491512362134,0.482014088985998,0.25,0.263,1,0.851491512362134,0.868029766947533
"Csf2rb",0.862010394189889,0.378257521595125,0.25,0.248,1,0.645258395345645,-0.567453456196396,0.25,0.291,1,0.862010394189889,0.874158393927254
"Pcbp2",0.820196435721458,-1.07811713356943,0.25,0.28,1,0.660665606710944,-0.440547586980768,1,0.541,1,0.820196435721458,0.884852169531148
"Per1",0.661213189814997,0.555273121882996,0.25,0.202,1,0.747686017116144,-0.255529426536376,0.25,0.313,1,0.747686017116144,0.885223497244671
"Cdc42se1",0.901798839920097,1.42164323361029,0.25,0.292,1,0.685177625633064,-0.670988119762009,0.5,0.428,1,0.901798839920097,0.900886872597965
"Ptpn6",0.801061231073008,-0.280079483214872,0.25,0.329,1,0.687468451745094,-0.497920204285609,0.5,0.437,1,0.801061231073008,0.902324031345392
"Shisa5",0.688856061851085,-0.395970244546259,0.25,0.379,1,0.992848248149826,-0.30466768341052,0.5,0.473,1,0.992848248149826,0.903189449753184
"Ubald2",0.697156185536931,-0.267172862235921,0.25,0.164,1,0.723348119516708,-0.462788858057353,0.25,0.267,1,0.723348119516708,0.908285624041459
"Rpl7l1",0.716674769106181,-0.31466374988683,0.25,0.315,1,0.798378765465752,-0.286498371486741,0.25,0.25,1,0.798378765465752,0.919726813538964
"D8Ertd738e",0.727048339730983,0.62699885160051,0.25,0.222,1,0.728057449618483,-0.277519196976667,0.25,0.315,1,0.728057449618483,0.925497391156387
"Fau",0.751062187713674,-0.518420777172196,0.75,0.635,1,0.880082275272756,-0.30173221067496,1,0.676,1,0.880082275272756,0.938029965614098
"Slc3a2",0.769056992769789,-0.261334556764771,0.25,0.176,1,0.98306764837676,-0.369420069790143,0.25,0.199,1,0.98306764837676,0.946665327411467
"Rac1",0.837316071680815,-0.556707391916033,0.25,0.268,1,0.777135704097318,-0.340668831089139,0.5,0.482,1,0.837316071680815,0.950331505611802
"Tpd52",0.845321470524768,-0.257606635664855,0.25,0.311,1,0.792273008988318,-0.528898934983347,1,0.569,1,0.845321470524768,0.956849497205233
"Ppp1ca",0.818529879970852,-0.441811284527517,0.25,0.272,1,0.980290108097806,-0.33602553928538,0.5,0.338,1,0.980290108097806,0.967068595536607
"Ppp1r18",0.838970048040659,-0.505455107637718,0.5,0.371,1,0.97009799754857,-0.320905376013388,0.75,0.562,1,0.97009799754857,0.974069354571972
"Cst3",0.850046548286506,-0.38730522671287,0.5,0.383,1,0.993181144334924,-0.271650039741419,0.5,0.444,1,0.993181144334924,0.977513962319209
"Denr",0.899086221268516,0.547131757436988,0.25,0.291,1,0.960735198560761,-0.308798986263562,0.5,0.349,1,0.960735198560761,0.989816409262133
